onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.06730000000000302	0.0	+	1	verb	phrase	3	1	nomatch	doit	-1	1	p	0.75316
0.5506000000000029	0.2	rph	1	verb	phrase	3	2	nomatch	doit	-1	1	p	0.75316
0.7505999999999986	0.0	+	1	verb	phrase	3	3	nomatch	doit	-1	1	p	0.75316
1.1505999999999972	0.2	brtg	1	verb	phrase	3	4	nomatch	doit	-1	1	p	0.75316
1.3506	0.0	+	1	verb	phrase	3	5	nomatch	doit	-1	1	p	0.75316
1.7505000000000024	0.2	peut	1	verb	phrase	3	6	nomatch	doit	-1	1	p	0.75316
1.9504999999999981	0.0	+	1	verb	phrase	3	7	nomatch	doit	-1	1	p	0.75316
2.3504999999999967	0.2	trop	1	verb	phrase	3	8	nomatch	doit	-1	1	p	0.75316
2.5504999999999995	0.0	+	1	verb	phrase	3	9	nomatch	doit	-1	1	p	0.75316
2.950400000000002	0.2	rouler	1	verb	phrase	3	10	nomatch	doit	-1	1	p	0.75316
3.1503999999999976	0.0	+	1	verb	phrase	3	11	nomatch	doit	-1	1	p	0.75316
3.5503999999999962	0.0	+	1	verb	phrase	3	12	nomatch	doit	-1	1	p	0.75316
5.550199999999997	0.0	DOIT	1	verb	phrase	3	13	nomatch	doit	-1	1	p	0.75316
6.366799999999998	0.0	+	1	verb	phrase	3	14	nomatch	doit	-1	1	p	0.75316
6.303399999999996	0.0	[response]	1	verb	phrase	3	15	nomatch	doit	-1	1	p	0.75316
7.951500000000003	0.0	+	2	noun	list	4	1	nomatch	blanc	-1	1	p	0.65776
8.5	0.2	mtldrh	2	noun	list	4	2	nomatch	blanc	-1	1	p	0.65776
8.6999	0.0	+	2	noun	list	4	3	nomatch	blanc	-1	1	p	0.65776
9.099899999999998	0.2	avec	2	noun	list	4	4	nomatch	blanc	-1	1	p	0.65776
9.299900000000001	0.0	+	2	noun	list	4	5	nomatch	blanc	-1	1	p	0.65776
9.6999	0.2	va	2	noun	list	4	6	nomatch	blanc	-1	1	p	0.65776
