onset	duration	stim	block_number	block_duration	block_condition	sequential_position
0.050499999999999545	0.3	qe	1	18.4	pseudo	1
0.343599999999995	0.3	gueulutenme	1	18.4	pseudo	2
0.7434999999999974	0.3	têsime	1	18.4	pseudo	3
1.1432000000000073	0.3	ato	1	18.4	pseudo	4
1.5430000000000064	0.3	achigame	1	18.4	pseudo	5
1.9428999999999945	0.3	crà	1	18.4	pseudo	6
2.3427000000000078	0.3	vilsayé	1	18.4	pseudo	7
2.742599999999996	0.3	ranta	1	18.4	pseudo	8
3.142300000000006	0.3	depasi	1	18.4	pseudo	9
3.542199999999994	0.3	ub	1	18.4	pseudo	10
3.9420999999999964	0.3	sorévait	1	18.4	pseudo	11
4.341899999999995	0.3	psyvec	1	18.4	pseudo	12
4.7416999999999945	2.0	+	1	18.4	pseudo	13
6.741	0.3	zo	1	18.4	pseudo	14
7.140699999999995	0.3	bongarteils	1	18.4	pseudo	15
7.540499999999994	0.3	devré	1	18.4	pseudo	16
7.953699999999998	0.3	ui	1	18.4	pseudo	17
8.340199999999996	0.3	sembord	1	18.4	pseudo	18
8.739999999999995	0.3	kuo	1	18.4	pseudo	19
9.139799999999994	0.3	broueux	1	18.4	pseudo	20
9.5531	0.3	nal	1	18.4	pseudo	21
9.939499999999995	0.3	proitre	1	18.4	pseudo	22
10.339299999999994	0.3	ub	1	18.4	pseudo	23
10.739100000000008	0.3	atoge	1	18.4	pseudo	24
11.138900000000007	0.3	sugsira	1	18.4	pseudo	25
11.552099999999996	2.0	+	1	18.4	pseudo	26
13.551400000000001	0.3	zû	1	18.4	pseudo	27
13.951099999999997	0.3	gâliverte	1	18.4	pseudo	28
14.350899999999996	0.3	i	1	18.4	pseudo	29
14.750699999999995	0.3	jeuma	1	18.4	pseudo	30
15.1507	0.3	os	1	18.4	pseudo	31
15.550399999999996	0.3	enges	1	18.4	pseudo	32
15.950299999999999	0.3	us	1	18.4	pseudo	33
16.350099999999998	0.3	zo	1	18.4	pseudo	34
16.749899999999997	0.3	salgne	1	18.4	pseudo	35
17.149699999999996	0.3	ar	1	18.4	pseudo	36
17.549599999999998	0.3	basaci	1	18.4	pseudo	37
17.949399999999997	0.3	thâpre	1	18.4	pseudo	38
18.349199999999996	2.0	+	1	18.4	pseudo	39
20.3485	8.0	+	1	18.4	pseudo	40
28.545100000000005	0.3	la	2	18.4	sentence	1
28.944900000000004	0.3	petite	2	18.4	sentence	2
29.3446	0.3	regarde	2	18.4	sentence	3
29.7444	0.3	comment	2	18.4	sentence	4
30.144199999999998	0.3	son	2	18.4	sentence	5
30.5441	0.3	père	2	18.4	sentence	6
