onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.057699999999996976	0.0	+	1	noun	list	1	1	match	plus	5	1	y	0.51825
0.5407999999999973	0.2	mwfgc	1	noun	list	1	2	match	plus	5	1	y	0.51825
0.7406999999999968	0.0	+	1	noun	list	1	3	match	plus	5	1	y	0.51825
1.1405999999999992	0.2	zhgv	1	noun	list	1	4	match	plus	5	1	y	0.51825
1.3404999999999987	0.0	+	1	noun	list	1	5	match	plus	5	1	y	0.51825
1.7402999999999977	0.2	qtk	1	noun	list	1	6	match	plus	5	1	y	0.51825
1.9401999999999973	0.0	+	1	noun	list	1	7	match	plus	5	1	y	0.51825
2.3399999999999963	0.2	lmfqszk	1	noun	list	1	8	match	plus	5	1	y	0.51825
2.539899999999996	0.0	+	1	noun	list	1	9	match	plus	5	1	y	0.51825
2.939799999999998	0.2	plus	1	noun	list	1	10	match	plus	5	1	y	0.51825
3.1396999999999977	0.0	+	1	noun	list	1	11	match	plus	5	1	y	0.51825
3.5394999999999968	0.0	+	1	noun	list	1	12	match	plus	5	1	y	0.51825
5.538600000000002	0.0	PLUS	1	noun	list	1	13	match	plus	5	1	y	0.51825
6.121699999999997	0.0	+	1	noun	list	1	14	match	plus	5	1	y	0.51825
6.0567999999999955	0.0	[response]	1	noun	list	1	15	match	plus	5	1	y	0.51825
7.9375	0.0	+	2	noun	phrase	3	1	match	mon	3	1	y	0.58122
8.487299999999998	0.2	pnvz	2	noun	phrase	3	2	match	mon	3	1	y	0.58122
8.687199999999997	0.0	+	2	noun	phrase	3	3	match	mon	3	1	y	0.58122
9.086999999999996	0.2	mwgt	2	noun	phrase	3	4	match	mon	3	1	y	0.58122
9.286899999999996	0.0	+	2	noun	phrase	3	5	match	mon	3	1	y	0.58122
9.686700000000002	0.2	mon	2	noun	phrase	3	6	match	mon	3	1	y	0.58122
