onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.06729999999999592	0.0	+	1	verb	phrase	1	1	nomatch	ainsi	-1	1	p	0.58584
0.5503999999999962	0.2	chdxvkq	1	verb	phrase	1	2	nomatch	ainsi	-1	1	p	0.58584
0.7502999999999957	0.0	+	1	verb	phrase	1	3	nomatch	ainsi	-1	1	p	0.58584
1.1500999999999948	0.2	dgtf	1	verb	phrase	1	4	nomatch	ainsi	-1	1	p	0.58584
1.3500000000000014	0.0	+	1	verb	phrase	1	5	nomatch	ainsi	-1	1	p	0.58584
1.7498000000000005	0.2	vdfh	1	verb	phrase	1	6	nomatch	ainsi	-1	1	p	0.58584
1.9497	0.0	+	1	verb	phrase	1	7	nomatch	ainsi	-1	1	p	0.58584
2.3495999999999952	0.2	tjq	1	verb	phrase	1	8	nomatch	ainsi	-1	1	p	0.58584
2.5494999999999948	0.0	+	1	verb	phrase	1	9	nomatch	ainsi	-1	1	p	0.58584
2.949300000000001	0.2	jongler	1	verb	phrase	1	10	nomatch	ainsi	-1	1	p	0.58584
3.1492000000000004	0.0	+	1	verb	phrase	1	11	nomatch	ainsi	-1	1	p	0.58584
3.5489999999999995	0.0	+	1	verb	phrase	1	12	nomatch	ainsi	-1	1	p	0.58584
5.548099999999998	0.0	AINSI	1	verb	phrase	1	13	nomatch	ainsi	-1	1	p	0.58584
6.197800000000001	0.0	+	1	verb	phrase	1	14	nomatch	ainsi	-1	1	p	0.58584
6.134	0.0	[response]	1	verb	phrase	1	15	nomatch	ainsi	-1	1	p	0.58584
7.947099999999999	0.0	+	2	noun	list	1	1	match	boîtier	5	1	y	0.55073
8.4968	0.2	pmhs	2	noun	list	1	2	match	boîtier	5	1	y	0.55073
8.6967	0.0	+	2	noun	list	1	3	match	boîtier	5	1	y	0.55073
9.096600000000002	0.2	dnmw	2	noun	list	1	4	match	boîtier	5	1	y	0.55073
9.296500000000002	0.0	+	2	noun	list	1	5	match	boîtier	5	1	y	0.55073
9.6963	0.2	qgfj	2	noun	list	1	6	match	boîtier	5	1	y	0.55073
9.8962	0.0	+	2	noun	list	1	7	match	boîtier	5	1	y	0.55073
10.296	0.2	gmfb	2	noun	list	1	8	match	boîtier	5	1	y	0.55073
10.496000000000002	0.0	+	2	noun	list	1	9	match	boîtier	5	1	y	0.55073
10.895800000000001	0.2	boîtier	2	noun	list	1	10	match	boîtier	5	1	y	0.55073
11.0957	0.0	+	2	noun	list	1	11	match	boîtier	5	1	y	0.55073
11.4955	0.0	+	2	noun	list	1	12	match	boîtier	5	1	y	0.55073
13.494599999999998	0.0	BOÎTIER	2	noun	list	1	13	match	boîtier	5	1	y	0.55073
14.110999999999997	0.0	+	2	noun	list	1	14	match	boîtier	5	1	y	0.55073
14.045399999999994	0.0	[response]	2	noun	list	1	15	match	boîtier	5	1	y	0.55073
15.8936	0.0	+	3	noun	list	2	1	nomatch	mieux	-1	1	p	0.63151
16.4433	0.2	sbpmz	3	noun	list	2	2	nomatch	mieux	-1	1	p	0.63151
16.6432	0.0	+	3	noun	list	2	3	nomatch	mieux	-1	1	p	0.63151
17.043100000000003	0.2	jvbz	3	noun	list	2	4	nomatch	mieux	-1	1	p	0.63151
17.243000000000002	0.0	+	3	noun	list	2	5	nomatch	mieux	-1	1	p	0.63151
