onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.05469999999999686	0.0	+	1	noun	list	2	1	nomatch	mieux	-1	1	y	0.74616
0.5379999999999967	0.2	hntmx	1	noun	list	2	2	nomatch	mieux	-1	1	y	0.74616
0.7379999999999995	0.0	+	1	noun	list	2	3	nomatch	mieux	-1	1	y	0.74616
1.137900000000002	0.2	cxg	1	noun	list	2	4	nomatch	mieux	-1	1	y	0.74616
1.3378999999999905	0.0	+	1	noun	list	2	5	nomatch	mieux	-1	1	y	0.74616
1.7378999999999962	0.2	vzq	1	noun	list	2	6	nomatch	mieux	-1	1	y	0.74616
1.937899999999999	0.0	+	1	noun	list	2	7	nomatch	mieux	-1	1	y	0.74616
2.3378000000000014	0.2	trop	1	noun	list	2	8	nomatch	mieux	-1	1	y	0.74616
2.53779999999999	0.0	+	1	noun	list	2	9	nomatch	mieux	-1	1	y	0.74616
2.9377999999999957	0.2	rocher	1	noun	list	2	10	nomatch	mieux	-1	1	y	0.74616
3.1377999999999986	0.0	+	1	noun	list	2	11	nomatch	mieux	-1	1	y	0.74616
3.53779999999999	0.0	+	1	noun	list	2	12	nomatch	mieux	-1	1	y	0.74616
5.537599999999998	0.0	MIEUX	1	noun	list	2	13	nomatch	mieux	-1	1	y	0.74616
6.354199999999992	0.0	+	1	noun	list	2	14	nomatch	mieux	-1	1	y	0.74616
6.283799999999999	0.0	[response]	1	noun	list	2	15	nomatch	mieux	-1	1	y	0.74616
7.937399999999997	0.0	+	2	noun	phrase	3	1	nomatch	vieux	-1	1	y	0.68867
8.487399999999994	0.2	tjqzdfv	2	noun	phrase	3	2	nomatch	vieux	-1	1	y	0.68867
8.687399999999997	0.0	+	2	noun	phrase	3	3	nomatch	vieux	-1	1	y	0.68867
9.087299999999999	0.2	phxz	2	noun	phrase	3	4	nomatch	vieux	-1	1	y	0.68867
9.287300000000002	0.0	+	2	noun	phrase	3	5	nomatch	vieux	-1	1	y	0.68867
9.687299999999993	0.2	leur	2	noun	phrase	3	6	nomatch	vieux	-1	1	y	0.68867
9.887299999999996	0.0	+	2	noun	phrase	3	7	nomatch	vieux	-1	1	y	0.68867
10.287199999999999	0.2	nouveau	2	noun	phrase	3	8	nomatch	vieux	-1	1	y	0.68867
10.487200000000001	0.0	+	2	noun	phrase	3	9	nomatch	vieux	-1	1	y	0.68867
10.887199999999993	0.2	clavier	2	noun	phrase	3	10	nomatch	vieux	-1	1	y	0.68867
11.087199999999996	0.0	+	2	noun	phrase	3	11	nomatch	vieux	-1	1	y	0.68867
11.487099999999998	0.0	+	2	noun	phrase	3	12	nomatch	vieux	-1	1	y	0.68867
13.486999999999995	0.0	VIEUX	2	noun	phrase	3	13	nomatch	vieux	-1	1	y	0.68867
14.236899999999991	0.0	+	2	noun	phrase	3	14	nomatch	vieux	-1	1	y	0.68867
14.175699999999992	0.0	[response]	2	noun	phrase	3	15	nomatch	vieux	-1	1	y	0.68867
15.886799999999994	0.0	+	3	noun	list	1	1	match	mieux	5	1	p	0.68166
16.43679999999999	0.2	jbl	3	noun	list	1	2	match	mieux	5	1	p	0.68166
16.636799999999994	0.0	+	3	noun	list	1	3	match	mieux	5	1	p	0.68166
17.036699999999996	0.2	jgvm	3	noun	list	1	4	match	mieux	5	1	p	0.68166
17.2367	0.0	+	3	noun	list	1	5	match	mieux	5	1	p	0.68166
17.63669999999999	0.2	vzq	3	noun	list	1	6	match	mieux	5	1	p	0.68166
17.836699999999993	0.0	+	3	noun	list	1	7	match	mieux	5	1	p	0.68166
18.236599999999996	0.2	pnjtbg	3	noun	list	1	8	match	mieux	5	1	p	0.68166
18.4366	0.0	+	3	noun	list	1	9	match	mieux	5	1	p	0.68166
18.83659999999999	0.2	mieux	3	noun	list	1	10	match	mieux	5	1	p	0.68166
