onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.061399999999991905	0.0	+	1	noun	list	1	1	nomatch	vite	-1	1	y	1.3517
0.5446999999999917	0.2	mwps	1	noun	list	1	2	nomatch	vite	-1	1	y	1.3517
0.7446999999999946	0.0	+	1	noun	list	1	3	nomatch	vite	-1	1	y	1.3517
1.1447000000000003	0.2	gscb	1	noun	list	1	4	nomatch	vite	-1	1	y	1.3517
1.3445999999999998	0.0	+	1	noun	list	1	5	nomatch	vite	-1	1	y	1.3517
1.7446000000000055	0.2	gxvf	1	noun	list	1	6	nomatch	vite	-1	1	y	1.3517
1.944599999999994	0.0	+	1	noun	list	1	7	nomatch	vite	-1	1	y	1.3517
2.3446	0.2	qnvxflk	1	noun	list	1	8	nomatch	vite	-1	1	y	1.3517
2.5444999999999993	0.0	+	1	noun	list	1	9	nomatch	vite	-1	1	y	1.3517
2.944500000000005	0.2	ainsi	1	noun	list	1	10	nomatch	vite	-1	1	y	1.3517
3.1444999999999936	0.0	+	1	noun	list	1	11	nomatch	vite	-1	1	y	1.3517
3.5444999999999993	0.0	+	1	noun	list	1	12	nomatch	vite	-1	1	y	1.3517
5.544299999999993	0.0	VITE	1	noun	list	1	13	nomatch	vite	-1	1	y	1.3517
6.960899999999995	0.0	+	1	noun	list	1	14	nomatch	vite	-1	1	y	1.3517
6.896000000000001	0.0	[response]	1	noun	list	1	15	nomatch	vite	-1	1	y	1.3517
7.944099999999992	0.0	+	2	noun	phrase	3	1	nomatch	peut	-1	1	y	0.67987
8.494100000000003	0.2	plnrq	2	noun	phrase	3	2	nomatch	peut	-1	1	y	0.67987
8.694099999999992	0.0	+	2	noun	phrase	3	3	nomatch	peut	-1	1	y	0.67987
9.093999999999994	0.2	xlb	2	noun	phrase	3	4	nomatch	peut	-1	1	y	0.67987
9.293999999999997	0.0	+	2	noun	phrase	3	5	nomatch	peut	-1	1	y	0.67987
9.694000000000003	0.2	leur	2	noun	phrase	3	6	nomatch	peut	-1	1	y	0.67987
9.894000000000005	0.0	+	2	noun	phrase	3	7	nomatch	peut	-1	1	y	0.67987
10.293999999999997	0.2	rocher	2	noun	phrase	3	8	nomatch	peut	-1	1	y	0.67987
10.493899999999996	0.0	+	2	noun	phrase	3	9	nomatch	peut	-1	1	y	0.67987
10.893900000000002	0.2	bleu	2	noun	phrase	3	10	nomatch	peut	-1	1	y	0.67987
11.093900000000005	0.0	+	2	noun	phrase	3	11	nomatch	peut	-1	1	y	0.67987
11.493899999999996	0.0	+	2	noun	phrase	3	12	nomatch	peut	-1	1	y	0.67987
13.493700000000004	0.0	PEUT	2	noun	phrase	3	13	nomatch	peut	-1	1	y	0.67987
14.2436	0.0	+	2	noun	phrase	3	14	nomatch	peut	-1	1	y	0.67987
14.173599999999993	0.0	[response]	2	noun	phrase	3	15	nomatch	peut	-1	1	y	0.67987
23.892899999999997	0.0	+	3	noun	list	1	1	match	moins	5	1	p	0.59895
24.442899999999995	0.2	fspjk	3	noun	list	1	2	match	moins	5	1	p	0.59895
24.642899999999997	0.0	+	3	noun	list	1	3	match	moins	5	1	p	0.59895
25.0428	0.2	cxg	3	noun	list	1	4	match	moins	5	1	p	0.59895
25.242800000000003	0.0	+	3	noun	list	1	5	match	moins	5	1	p	0.59895
25.642799999999994	0.2	vzq	3	noun	list	1	6	match	moins	5	1	p	0.59895
25.842799999999997	0.0	+	3	noun	list	1	7	match	moins	5	1	p	0.59895
26.2427	0.2	tmvbxw	3	noun	list	1	8	match	moins	5	1	p	0.59895
26.442700000000002	0.0	+	3	noun	list	1	9	match	moins	5	1	p	0.59895
26.842699999999994	0.2	moins	3	noun	list	1	10	match	moins	5	1	p	0.59895
27.042699999999996	0.0	+	3	noun	list	1	11	match	moins	5	1	p	0.59895
27.4426	0.0	+	3	noun	list	1	12	match	moins	5	1	p	0.59895
29.442499999999995	0.0	MOINS	3	noun	list	1	13	match	moins	5	1	p	0.59895
30.109099999999998	0.0	+	3	noun	list	1	14	match	moins	5	1	p	0.59895
