onset	duration	stim	block_number	block_duration	block_condition	sequential_position
0.060000000000002274	0.3	ui	1	18.4	pseudo	1
0.35999999999999943	0.3	lidesséce	1	18.4	pseudo	2
0.7432999999999907	0.3	kuste	1	18.4	pseudo	3
1.143199999999993	0.3	iz	1	18.4	pseudo	4
1.5431999999999988	0.3	caint	1	18.4	pseudo	5
1.9431999999999903	0.3	pui	1	18.4	pseudo	6
2.359799999999993	0.3	brox	1	18.4	pseudo	7
2.7430999999999983	0.3	munu	1	18.4	pseudo	8
3.14309999999999	0.3	apé	1	18.4	pseudo	9
3.5596999999999923	0.3	imconlors	1	18.4	pseudo	10
3.942999999999998	0.3	ia	1	18.4	pseudo	11
4.3596	0.3	garle	1	18.4	pseudo	12
4.742899999999992	2.0	+	1	18.4	pseudo	13
6.742800000000003	0.3	tyce	1	18.4	pseudo	14
7.159399999999991	0.3	jerihui	1	18.4	pseudo	15
7.542699999999996	0.3	ir	1	18.4	pseudo	16
7.942599999999999	0.3	susent	1	18.4	pseudo	17
8.35929999999999	0.3	naï	1	18.4	pseudo	18
8.742599999999996	0.3	latch	1	18.4	pseudo	19
9.142600000000002	0.3	osi	1	18.4	pseudo	20
9.55919999999999	0.3	cruide	1	18.4	pseudo	21
9.942499999999995	0.3	qo	1	18.4	pseudo	22
10.359099999999998	0.3	huidu	1	18.4	pseudo	23
10.742400000000004	0.3	ux	1	18.4	pseudo	24
11.142399999999995	0.3	ornit	1	18.4	pseudo	25
11.558999999999997	2.0	+	1	18.4	pseudo	26
13.542199999999994	0.3	ia	1	18.4	pseudo	27
13.958799999999997	0.3	tibe	1	18.4	pseudo	28
14.358800000000002	0.3	qub	1	18.4	pseudo	29
14.742099999999994	0.3	ué	1	18.4	pseudo	30
15.141999999999996	0.3	konc	1	18.4	pseudo	31
15.542000000000002	0.3	saz	1	18.4	pseudo	32
15.941999999999993	0.3	lesi	1	18.4	pseudo	33
16.358599999999996	0.3	zà	1	18.4	pseudo	34
16.7419	0.3	didi	1	18.4	pseudo	35
