onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.0589999999999975	0.0	+	1	noun	phrase	1	1	match	blanc	5	1	p	0.45362
0.5420999999999978	0.2	bxkg	1	noun	phrase	1	2	match	blanc	5	1	p	0.45362
0.7419999999999973	0.0	+	1	noun	phrase	1	3	match	blanc	5	1	p	0.45362
1.1417999999999964	0.2	skml	1	noun	phrase	1	4	match	blanc	5	1	p	0.45362
1.341699999999996	0.0	+	1	noun	phrase	1	5	match	blanc	5	1	p	0.45362
1.7415999999999983	0.2	wbn	1	noun	phrase	1	6	match	blanc	5	1	p	0.45362
1.9414999999999978	0.0	+	1	noun	phrase	1	7	match	blanc	5	1	p	0.45362
2.341299999999997	0.2	njchwpdb	1	noun	phrase	1	8	match	blanc	5	1	p	0.45362
2.5411999999999964	0.0	+	1	noun	phrase	1	9	match	blanc	5	1	p	0.45362
2.9409999999999954	0.2	blanc	1	noun	phrase	1	10	match	blanc	5	1	p	0.45362
3.140899999999995	0.0	+	1	noun	phrase	1	11	match	blanc	5	1	p	0.45362
3.5407999999999973	0.0	+	1	noun	phrase	1	12	match	blanc	5	1	p	0.45362
5.539899999999996	0.0	BLANC	1	noun	phrase	1	13	match	blanc	5	1	p	0.45362
6.0563	0.0	+	1	noun	phrase	1	14	match	blanc	5	1	p	0.45362
5.9935000000000045	0.0	[response]	1	noun	phrase	1	15	match	blanc	5	1	p	0.45362
7.938799999999993	0.0	+	2	noun	list	1	1	nomatch	adam	-1	1	y	0.53946
8.488599999999998	0.2	dlh	2	noun	list	1	2	nomatch	adam	-1	1	y	0.53946
8.688499999999998	0.0	+	2	noun	list	1	3	nomatch	adam	-1	1	y	0.53946
9.088299999999997	0.2	rjbt	2	noun	list	1	4	nomatch	adam	-1	1	y	0.53946
9.288199999999996	0.0	+	2	noun	list	1	5	nomatch	adam	-1	1	y	0.53946
9.687999999999995	0.2	hjw	2	noun	list	1	6	nomatch	adam	-1	1	y	0.53946
9.887899999999995	0.0	+	2	noun	list	1	7	nomatch	adam	-1	1	y	0.53946
10.287699999999994	0.2	rkvz	2	noun	list	1	8	nomatch	adam	-1	1	y	0.53946
10.487699999999997	0.0	+	2	noun	list	1	9	nomatch	adam	-1	1	y	0.53946
10.887499999999996	0.2	clavier	2	noun	list	1	10	nomatch	adam	-1	1	y	0.53946
11.087399999999995	0.0	+	2	noun	list	1	11	nomatch	adam	-1	1	y	0.53946
11.487199999999994	0.0	+	2	noun	list	1	12	nomatch	adam	-1	1	y	0.53946
13.486299999999993	0.0	ADAM	2	noun	list	1	13	nomatch	adam	-1	1	y	0.53946
14.085999999999991	0.0	+	2	noun	list	1	14	nomatch	adam	-1	1	y	0.53946
14.025800000000011	0.0	[response]	2	noun	list	1	15	nomatch	adam	-1	1	y	0.53946
15.885299999999994	0.0	+	3	noun	list	1	1	match	plus	5	1	p	0.49169
16.434999999999995	0.2	hrbmksc	3	noun	list	1	2	match	plus	5	1	p	0.49169
16.634899999999995	0.0	+	3	noun	list	1	3	match	plus	5	1	p	0.49169
17.034699999999994	0.2	cqx	3	noun	list	1	4	match	plus	5	1	p	0.49169
17.234699999999997	0.0	+	3	noun	list	1	5	match	plus	5	1	p	0.49169
17.634499999999996	0.2	wbn	3	noun	list	1	6	match	plus	5	1	p	0.49169
17.834399999999995	0.0	+	3	noun	list	1	7	match	plus	5	1	p	0.49169
18.234199999999994	0.2	ftndwlq	3	noun	list	1	8	match	plus	5	1	p	0.49169
18.434099999999994	0.0	+	3	noun	list	1	9	match	plus	5	1	p	0.49169
18.833899999999993	0.2	plus	3	noun	list	1	10	match	plus	5	1	p	0.49169
19.033799999999992	0.0	+	3	noun	list	1	11	match	plus	5	1	p	0.49169
19.433699999999995	0.0	+	3	noun	list	1	12	match	plus	5	1	p	0.49169
21.449400000000004	0.0	PLUS	3	noun	list	1	13	match	plus	5	1	p	0.49169
21.999199999999995	0.0	+	3	noun	list	1	14	match	plus	5	1	p	0.49169
21.9411	0.0	[response]	3	noun	list	1	15	match	plus	5	1	p	0.49169
23.84839999999999	0.0	+	4	verb	list	3	1	match	rouler	4	1	p	0.59524
24.398099999999992	0.2	brghpv	4	verb	list	3	2	match	rouler	4	1	p	0.59524
24.597999999999992	0.0	+	4	verb	list	3	3	match	rouler	4	1	p	0.59524
24.99779999999999	0.2	lnqh	4	verb	list	3	4	match	rouler	4	1	p	0.59524
25.197799999999994	0.0	+	4	verb	list	3	5	match	rouler	4	1	p	0.59524
25.597599999999993	0.2	mon	4	verb	list	3	6	match	rouler	4	1	p	0.59524
25.797499999999992	0.0	+	4	verb	list	3	7	match	rouler	4	1	p	0.59524
26.19729999999999	0.2	rouler	4	verb	list	3	8	match	rouler	4	1	p	0.59524
26.39719999999999	0.0	+	4	verb	list	3	9	match	rouler	4	1	p	0.59524
26.797000000000004	0.2	blanc	4	verb	list	3	10	match	rouler	4	1	p	0.59524
26.996900000000004	0.0	+	4	verb	list	3	11	match	rouler	4	1	p	0.59524
27.396799999999992	0.0	+	4	verb	list	3	12	match	rouler	4	1	p	0.59524
29.395900000000005	0.0	ROULER	4	verb	list	3	13	match	rouler	4	1	p	0.59524
30.0456	0.0	+	4	verb	list	3	14	match	rouler	4	1	p	0.59524
29.991099999999996	0.0	[response]	4	verb	list	3	15	match	rouler	4	1	p	0.59524
