onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.05939999999999657	0.0	+	1	noun	list	3	1	nomatch	grenier	-1	1	p	0.93367
0.5426999999999964	0.2	mtvxjwr	1	noun	list	3	2	nomatch	grenier	-1	1	p	0.93367
0.7426999999999992	0.0	+	1	noun	list	3	3	nomatch	grenier	-1	1	p	0.93367
1.1426999999999978	0.2	rmkt	1	noun	list	3	4	nomatch	grenier	-1	1	p	0.93367
1.3425999999999974	0.0	+	1	noun	list	3	5	nomatch	grenier	-1	1	p	0.93367
1.742599999999996	0.2	leur	1	noun	list	3	6	nomatch	grenier	-1	1	p	0.93367
1.9425999999999988	0.0	+	1	noun	list	3	7	nomatch	grenier	-1	1	p	0.93367
2.342500000000001	0.2	trop	1	noun	list	3	8	nomatch	grenier	-1	1	p	0.93367
2.542499999999997	0.0	+	1	noun	list	3	9	nomatch	grenier	-1	1	p	0.93367
2.9424999999999955	0.2	cendrier	1	noun	list	3	10	nomatch	grenier	-1	1	p	0.93367
3.1424999999999983	0.0	+	1	noun	list	3	11	nomatch	grenier	-1	1	p	0.93367
3.5424000000000007	0.0	+	1	noun	list	3	12	nomatch	grenier	-1	1	p	0.93367
5.542299999999997	0.0	GRENIER	1	noun	list	3	13	nomatch	grenier	-1	1	p	0.93367
6.542200000000001	0.0	+	1	noun	list	3	14	nomatch	grenier	-1	1	p	0.93367
6.475899999999996	0.0	[response]	1	noun	list	3	15	nomatch	grenier	-1	1	p	0.93367
7.942	0.0	+	2	verb	list	1	1	nomatch	grand	-1	1	p	0.7661400000000002
8.491999999999997	0.2	qgptdk	2	verb	list	1	2	nomatch	grand	-1	1	p	0.7661400000000002
8.692	0.0	+	2	verb	list	1	3	nomatch	grand	-1	1	p	0.7661400000000002
9.091899999999995	0.2	kszh	2	verb	list	1	4	nomatch	grand	-1	1	p	0.7661400000000002
9.291899999999998	0.0	+	2	verb	list	1	5	nomatch	grand	-1	1	p	0.7661400000000002
9.691899999999997	0.2	svhw	2	verb	list	1	6	nomatch	grand	-1	1	p	0.7661400000000002
